50/rand0000.stg,16,55
50/rand0001.stg,16,89
50/rand0002.stg,16,71
50/rand0003.stg,16,52
50/rand0004.stg,16,71
50/rand0005.stg,16,170
50/rand0006.stg,16,101
50/rand0007.stg,16,77
50/rand0008.stg,16,183
50/rand0009.stg,16,126
50/rand0010.stg,16,43
50/rand0011.stg,16,97
50/rand0012.stg,16,76
50/rand0013.stg,16,102
50/rand0014.stg,16,56
50/rand0015.stg,16,188
50/rand0016.stg,16,139
50/rand0017.stg,16,104
50/rand0018.stg,16,226
50/rand0019.stg,16,139
50/rand0020.stg,16,45
50/rand0021.stg,16,74
50/rand0022.stg,16,70
50/rand0023.stg,16,65
50/rand0024.stg,16,40
50/rand0025.stg,16,154
50/rand0026.stg,16,106
50/rand0027.stg,16,113
50/rand0028.stg,16,160
50/rand0029.stg,16,149
50/rand0030.stg,16,33
50/rand0031.stg,16,30
50/rand0032.stg,16,37
50/rand0033.stg,16,39
50/rand0034.stg,16,38
50/rand0035.stg,16,81
50/rand0036.stg,16,67
50/rand0037.stg,16,66
50/rand0038.stg,16,48
50/rand0039.stg,16,66
50/rand0040.stg,16,89
50/rand0041.stg,16,43
50/rand0042.stg,16,42
50/rand0043.stg,16,45
50/rand0044.stg,16,52
50/rand0045.stg,16,79
50/rand0046.stg,16,101
50/rand0047.stg,16,95
50/rand0048.stg,16,122
50/rand0049.stg,16,97
50/rand0050.stg,16,24
50/rand0051.stg,16,24
50/rand0052.stg,16,31
50/rand0053.stg,16,31
50/rand0054.stg,16,28
50/rand0055.stg,16,54
50/rand0056.stg,16,70
50/rand0057.stg,16,57
50/rand0058.stg,16,61
50/rand0059.stg,16,63
50/rand0060.stg,16,157
50/rand0061.stg,16,111
50/rand0062.stg,16,37
50/rand0063.stg,16,211
50/rand0064.stg,16,123
50/rand0065.stg,16,117
50/rand0066.stg,16,459
50/rand0067.stg,16,293
50/rand0068.stg,16,172
50/rand0069.stg,16,464
50/rand0070.stg,16,184
50/rand0071.stg,16,103
50/rand0072.stg,16,62
50/rand0073.stg,16,185
50/rand0074.stg,16,132
50/rand0075.stg,16,255
50/rand0076.stg,16,436
50/rand0077.stg,16,360
50/rand0078.stg,16,314
50/rand0079.stg,16,75
50/rand0080.stg,16,198
50/rand0081.stg,16,137
50/rand0082.stg,16,80
50/rand0083.stg,16,235
50/rand0084.stg,16,164
50/rand0085.stg,16,185
50/rand0086.stg,16,53
50/rand0087.stg,16,357
50/rand0088.stg,16,262
50/rand0089.stg,16,106
50/rand0090.stg,16,48
50/rand0091.stg,16,41
50/rand0092.stg,16,48
50/rand0093.stg,16,48
50/rand0094.stg,16,47
50/rand0095.stg,16,80
50/rand0096.stg,16,62
50/rand0097.stg,16,94
50/rand0098.stg,16,93
50/rand0099.stg,16,87
50/rand0100.stg,16,98
50/rand0101.stg,16,49
50/rand0102.stg,16,52
50/rand0103.stg,16,45
50/rand0104.stg,16,83
50/rand0105.stg,16,118
50/rand0106.stg,16,112
50/rand0107.stg,16,155
50/rand0108.stg,16,125
50/rand0109.stg,16,152
50/rand0110.stg,16,32
50/rand0111.stg,16,35
50/rand0112.stg,16,33
50/rand0113.stg,16,34
50/rand0114.stg,16,33
50/rand0115.stg,16,72
50/rand0116.stg,16,70
50/rand0117.stg,16,78
50/rand0118.stg,16,75
50/rand0119.stg,16,70
50/rand0120.stg,16,101
50/rand0121.stg,16,77
50/rand0122.stg,16,45
50/rand0123.stg,16,83
50/rand0124.stg,16,117
50/rand0125.stg,16,92
50/rand0126.stg,16,100
50/rand0127.stg,16,153
50/rand0128.stg,16,59
50/rand0129.stg,16,193
50/rand0130.stg,16,93
50/rand0131.stg,16,65
50/rand0132.stg,16,92
50/rand0133.stg,16,114
50/rand0134.stg,16,98
50/rand0135.stg,16,50
50/rand0136.stg,16,57
50/rand0137.stg,16,61
50/rand0138.stg,16,50
50/rand0139.stg,16,59
50/rand0140.stg,16,74
50/rand0141.stg,16,109
50/rand0142.stg,16,60
50/rand0143.stg,16,79
50/rand0144.stg,16,93
50/rand0145.stg,16,49
50/rand0146.stg,16,37
50/rand0147.stg,16,47
50/rand0148.stg,16,52
50/rand0149.stg,16,49
50/rand0150.stg,16,264
50/rand0151.stg,16,239
50/rand0152.stg,16,172
50/rand0153.stg,16,291
50/rand0154.stg,16,230
50/rand0155.stg,16,282
50/rand0156.stg,16,105
50/rand0157.stg,16,411
50/rand0158.stg,16,275
50/rand0159.stg,16,149
50/rand0160.stg,16,322
50/rand0161.stg,16,295
50/rand0162.stg,16,174
50/rand0163.stg,16,73
50/rand0164.stg,16,253
50/rand0165.stg,16,90
50/rand0166.stg,16,68
50/rand0167.stg,16,87
50/rand0168.stg,16,76
50/rand0169.stg,16,67
50/rand0170.stg,16,76
50/rand0171.stg,16,150
50/rand0172.stg,16,109
50/rand0173.stg,16,90
50/rand0174.stg,16,131
50/rand0175.stg,16,70
50/rand0176.stg,16,54
50/rand0177.stg,16,69
50/rand0178.stg,16,58
50/rand0179.stg,16,66
