100/rand0000.stg,16,94
100/rand0001.stg,16,81
100/rand0002.stg,16,175
100/rand0003.stg,16,129
100/rand0004.stg,16,84
100/rand0005.stg,16,332
100/rand0006.stg,16,299
100/rand0007.stg,16,205
100/rand0008.stg,16,166
100/rand0009.stg,16,309
100/rand0010.stg,16,133
100/rand0011.stg,16,96
100/rand0012.stg,16,250
100/rand0013.stg,16,149
100/rand0014.stg,16,107
100/rand0015.stg,16,206
100/rand0016.stg,16,331
100/rand0017.stg,16,206
100/rand0018.stg,16,210
100/rand0019.stg,16,362
100/rand0020.stg,16,128
100/rand0021.stg,16,74
100/rand0022.stg,16,70
100/rand0023.stg,16,112
100/rand0024.stg,16,98
100/rand0025.stg,16,117
100/rand0026.stg,16,271
100/rand0027.stg,16,203
100/rand0028.stg,16,191
100/rand0029.stg,16,356
100/rand0030.stg,16,66
100/rand0031.stg,16,65
100/rand0032.stg,16,54
100/rand0033.stg,16,78
100/rand0034.stg,16,68
100/rand0035.stg,16,88
100/rand0036.stg,16,147
100/rand0037.stg,16,130
100/rand0038.stg,16,141
100/rand0039.stg,16,96
100/rand0040.stg,16,118
100/rand0041.stg,16,100
100/rand0042.stg,16,83
100/rand0043.stg,16,85
100/rand0044.stg,16,88
100/rand0045.stg,16,182
100/rand0046.stg,16,106
100/rand0047.stg,16,204
100/rand0048.stg,16,151
100/rand0049.stg,16,125
100/rand0050.stg,16,65
100/rand0051.stg,16,60
100/rand0052.stg,16,55
100/rand0053.stg,16,66
100/rand0054.stg,16,60
100/rand0055.stg,16,112
100/rand0056.stg,16,89
100/rand0057.stg,16,120
100/rand0058.stg,16,122
100/rand0059.stg,16,88
100/rand0060.stg,16,252
100/rand0061.stg,16,195
100/rand0062.stg,16,117
100/rand0063.stg,16,34
100/rand0064.stg,16,262
100/rand0065.stg,16,276
100/rand0066.stg,16,168
100/rand0067.stg,16,543
100/rand0068.stg,16,413
100/rand0069.stg,16,286
100/rand0070.stg,16,307
100/rand0071.stg,16,278
100/rand0072.stg,16,203
100/rand0073.stg,16,78
100/rand0074.stg,16,275
100/rand0075.stg,16,366
100/rand0076.stg,16,232
100/rand0077.stg,16,574
100/rand0078.stg,16,457
100/rand0079.stg,16,286
100/rand0080.stg,16,64
100/rand0081.stg,16,201
100/rand0082.stg,16,195
100/rand0083.stg,16,86
100/rand0084.stg,16,236
100/rand0085.stg,16,366
100/rand0086.stg,16,290
100/rand0087.stg,16,65
100/rand0088.stg,16,480
100/rand0089.stg,16,314
100/rand0090.stg,16,58
100/rand0091.stg,16,90
100/rand0092.stg,16,76
100/rand0093.stg,16,73
100/rand0094.stg,16,92
100/rand0095.stg,16,170
100/rand0096.stg,16,137
100/rand0097.stg,16,91
100/rand0098.stg,16,173
100/rand0099.stg,16,157
100/rand0100.stg,16,74
100/rand0101.stg,16,131
100/rand0102.stg,16,92
100/rand0103.stg,16,88
100/rand0104.stg,16,48
100/rand0105.stg,16,216
100/rand0106.stg,16,205
100/rand0107.stg,16,137
100/rand0108.stg,16,289
100/rand0109.stg,16,236
100/rand0110.stg,16,62
100/rand0111.stg,16,35
100/rand0112.stg,16,64
100/rand0113.stg,16,62
100/rand0114.stg,16,48
100/rand0115.stg,16,141
100/rand0116.stg,16,136
100/rand0117.stg,16,125
100/rand0118.stg,16,132
100/rand0119.stg,16,143
100/rand0120.stg,16,177
100/rand0121.stg,16,114
100/rand0122.stg,16,280
100/rand0123.stg,16,190
100/rand0124.stg,16,157
100/rand0125.stg,16,288
100/rand0126.stg,16,311
100/rand0127.stg,16,255
100/rand0128.stg,16,124
100/rand0129.stg,16,297
100/rand0130.stg,16,174
100/rand0131.stg,16,109
100/rand0132.stg,16,230
100/rand0133.stg,16,221
100/rand0134.stg,16,189
100/rand0135.stg,16,76
100/rand0136.stg,16,131
100/rand0137.stg,16,110
100/rand0138.stg,16,96
100/rand0139.stg,16,114
100/rand0140.stg,16,193
100/rand0141.stg,16,108
100/rand0142.stg,16,108
100/rand0143.stg,16,176
100/rand0144.stg,16,132
100/rand0145.stg,16,84
100/rand0146.stg,16,99
100/rand0147.stg,16,77
100/rand0148.stg,16,95
100/rand0149.stg,16,111
100/rand0150.stg,16,359
100/rand0151.stg,16,245
100/rand0152.stg,16,93
100/rand0153.stg,16,396
100/rand0154.stg,16,278
100/rand0155.stg,16,171
100/rand0156.stg,16,438
100/rand0157.stg,16,454
100/rand0158.stg,16,200
100/rand0159.stg,16,118
100/rand0160.stg,16,328
100/rand0161.stg,16,234
100/rand0162.stg,16,117
100/rand0163.stg,16,336
100/rand0164.stg,16,302
100/rand0165.stg,16,103
100/rand0166.stg,16,49
100/rand0167.stg,16,153
100/rand0168.stg,16,143
100/rand0169.stg,16,74
100/rand0170.stg,16,156
100/rand0171.stg,16,171
100/rand0172.stg,16,176
100/rand0173.stg,16,192
100/rand0174.stg,16,162
100/rand0175.stg,16,113
100/rand0176.stg,16,82
100/rand0177.stg,16,121
100/rand0178.stg,16,112
100/rand0179.stg,16,86
